system,area
Rb2Dy1Cu1Cl6,0.2823
K2Nd1Au1Cl6,0.8783
K2Li1Ru1F6,0.0859
Na2Al1Ag1Br6,0.6802
Na2Al1Au1F6,0.2422
Rb2Li1Co1F6,0.0453
Rb2Na1Lu1Cl6,0.0195
Na1V1F3,0.1626
Na2Mn1Hg1F6,0.8934
K2Na1Tm1Cl6,0.0197
Cs2K1Mo1I6,1.3885
K2Na1Pr1Br6,0.0454
Cs1Rb2Lu1Cl6,0.0182
K2Rb1Ta1I6,1.3255
Rb2Nd1Cu1I6,1.338
K2Tm1Au1Cl6,0.6977
K2Rb1Er1Cl6,0.019
K2Rb1Y1Cl6,0.0199
Cs2Rb1N1F6,0.7885
Rb2In1Hg1I6,2.5754
Cs2K1Tl1Cl6,0.3132
K2Sc1Au1F6,0.3349
Rb2Li1Tm1Cl6,0.0211
Cs2Rb1Tl1I6,0.8369
Cs2K1Tl1F6,0.016
Rb2Na1Y1Br6,0.0413
Rb2Tl1Mo1F6,0.2713
Cs2Eu1Cu1Cl6,0.4788
Cs2Gd1Ag1Cl6,0.0354
Rb1Ba0.25Sr0.25Sn0.125Pb0.375Br3,0.1
Na2Cu1Pd1F6,1.8017
Cs2Li1Gd1Cl6,0.0244
Cs1Ba0.125Ca0.25Ge0.25Pb0.375Cl3,0.8236
K1Rb2Eu1Cl6,0.0369
Rb2Hg1As1Cl6,2.8976
Cs2Na1Er1F6,0.007
Cs1Rb2Fe1F6,0.0405
Cs2Hg1Mo1F6,0.0868
K2Al1Tl1Cl6,0.0448
Cs2Na1Nd1Cl6,0.0233
K4Mg1Cu3F12,0.3123
Cs2Li1Y1Cl6,0.0238
K2Tb1Au1Cl6,0.7618
Cs2Na1Sm1F6,0.0073
Cs2Li1Mo1Cl6,0.0939
Rb2In1Hg1Br6,1.1666
K1Na2Mn1F6,0.0385
Cs2Rb1La1Cl6,0.015
K2Li1Co1F6,0.0561
Cs1Ba0.125Sr0.25Sn0.375Ge0.125Pb0.125I3,2.1207
Rb2Tl1Sb1Cl6,2.6387
Cs2Na1Sb1F6,0.0343
Cs2Li1Nd1I6,0.3469
Cs2Na1Ga1Cl6,0.0592
K2Li1Er1Cl6,0.022
Na2Dy1Cu1Cl6,0.2974
K1Sr0.25Ca0.125Sn0.125Ge0.25Pb0.25I3,2.1417
Cs1Ba0.25Sr0.25Sn0.125Ge0.25Pb0.125I3,0.5999
Rb2Eu1Au1Cl6,0.3556
K2Tl1Mo1F6,0.3025
K2Na1Lu1Cl6,0.0194
Rb2In1Cu1Br6,2.266
Cs2K1Y1Br6,0.0351
K2Tl1Pd1F6,3.1496
Rb1Sr0.5Sn0.25Ge0.125Pb0.125I3,0.6286
K1Sr0.125Ge0.875Cl3,3.2282
K2Na1Y1I6,0.1774
K1V1F3,0.0567
Rb2Pr1Ag1Br6,0.0987
Na2Li1Nb1F6,0.1257
K2Tl1Ru1F6,0.2121
Rb2In1Ag1F6,0.2719
Cs2K1As1Br6,0.5198
Na2Ag1Mo1F6,0.2027
Cs2In1Au1Cl6,1.8784
K2Pr1Cu1I6,1.3576
K2Na1Sm1Cl6,0.0228
Rb2Na1Pr1Br6,0.0434
Rb2Ag1Mo1Cl6,0.4912
Rb2Ag1Rh1F6,3.0068
Rb2Y1Tl1Cl6,0.0365
Rb2Na1Ga1Br6,0.6722
Rb2Ti1Hg1F6,0.0625
Cs2Li1Sb1F6,0.0341
Rb2Al1Au1Cl6,0.7226
Rb2Hg1Bi1Cl6,2.5813
Rb2Ag1Bi1I6,6.8428
K2Cr1Cu1F6,1.6413
Rb2Li1Sm1Cl6,0.0245
K2Bi1Au1Cl6,5.3891
Cs2Tm1Cu1Cl6,0.2858
Rb2Na1Sc1Br6,0.1209
Na2Li1Ni1F6,0.7608
Cs2K1Mo1Br6,0.1493
Na2Ag1Rh1F6,3.8022
Rb2Ag1Sb1Br6,4.8329
K2Na1Nb1F6,0.0628
Cs2Sm1Cu1Cl6,0.3847
Cs1Rb2Er1Cl6,0.019
Cs2Cu1Mo1I6,4.7002
Rb2Ti1Au1F6,0.6735
Cs1Sr0.125Ca0.125Sn0.25Ge0.375Pb0.125Cl3,1.8267
Cs2Cu1Sb1Cl6,5.4303
Rb2Na1Eu1Cl6,0.0387
Rb2Na1Pr1I6,0.2087
Cs2K1Er1Cl6,0.0185
Rb1Ba0.25Sr0.25Ca0.125Sn0.25Pb0.125I3,0.5568
Tl1Pd1F3,1.081
K2Na1In1F6,0.0072
Cs1K2V1F6,0.0433
K2Rb1Mn1F6,0.0341
Na2Li1V1F6,0.0442
K2Na1Dy1Cl6,0.0212
Na2Li1Er1Cl6,0.0255
Rb2Na1Gd1Cl6,0.0219
Cs2Y1Hg1Cl6,0.5062
Na2Er1Cu1Cl6,0.2789
Cs2Rb1Ir1F6,0.0168
Rb2Y1Hg1Cl6,0.5265
Cs2K1Ho1Cl6,0.0182
Li1Sc1Tl2Cl6,0.0734
Cs2Li1N1F6,1.1778
Cs1Ca0.5Sn0.125Ge0.25Pb0.125Br3,0.1354
Cs2Na1Bi1I6,1.7399
Rb2Tl1In1I6,2.1793
K1Rb2Fe1F6,0.045
Cs2Li1Nd1F6,0.0082
Na2Hg1Pd1F6,2.1867
Cs2Na1Rh1F6,0.033
Rb2Nd1Au1Cl6,0.8392
K2Hg1Sb1I6,5.3699
Rb2Na1Nd1Br6,0.0429
Na2Li1In1Cl6,0.0377
K2Li1Ga1F6,0.0054
Cs2Ga1Hg1Br6,1.4624
Cs2Na1Eu1Cl6,0.0405
Rb2Li1Y1I6,0.272
Na2Mo1Au1F6,0.8681
Rb2Li1Yb1Cl6,0.0762
K2Pr1Cu1F6,0.7519
K2Na1Ti1F6,0.0208
K1Na2Ga1F6,0.0065
K2Rb1In1Br6,0.1346
Rb2In1Au1Cl6,1.9144
K1Ca1Cl3,0.0173
K2Ce1Cu1I6,1.3556
K2Na1Ce1I6,0.4402
Na2Ti1Ag1F6,0.4934
K1Na2Ir1F6,0.0839
K1Sr0.375Sn0.25Ge0.25Pb0.125I3,2.1922
K2Li1Rh1F6,0.0961
Cs1Rb2Pd1F6,0.0879
K2Li1Sm1Cl6,0.0257
K1Rb2Mo1F6,0.0178
Cs2La1Cu1Cl6,0.4747
K2Na1Pd1F6,0.0983
K1Sr0.125Ca0.25Ge0.25Pb0.375I3,1.9819
K2Rb1Ru1F6,0.0306
K2Li1Cu1F6,1.5387
Rb2Na1Y1F6,0.0058
Cs1Sr0.25Ge0.75Cl3,2.2361
Rb1Sr0.125Ca0.25Sn0.25Ge0.125Pb0.25Cl3,0.9287
Cs2K1Ni1F6,0.3148
K2Al1Ag1F6,0.0138
Li1Y1Tl2Cl6,0.0516
Rb2Tl1Co1F6,2.8978
Cs1Rb2Mo1F6,0.0412
Cs2Rb1Au1F6,0.1841
Rb2Li1Sb1I6,3.6393
Na2Li1Nd1Cl6,0.0306
Cs2Sm1Ag1Cl6,0.0371
Rb2Co1Au1F6,5.0719
Cs2Na1Mo1I6,1.892
K2Na1Mo1I6,1.9863
Cs2K1Yb1Cl6,0.035
Rb2Na1Sm1F6,0.0062
K1Rb2Er1Cl6,0.0189
K2Na1Bi1Br6,0.1643
K2Li1Dy1Cl6,0.0228
Rb2In1Ag1Cl6,1.0944
Rb1Yb1F3,0.0052
Cs2Li1Pr1Cl6,0.0262
Rb2Tl1Rh1F6,0.5809
Cs1Rb2Co1F6,0.0323
Cs2Li1Pr1F6,0.0086
Cs2Na1Sm1Cl6,0.0221
Cs1Tm1Cl3,0.3256
Cs1Rb2Rh1F6,0.0186
K2Rb1Ga1Br6,0.2259
K2Rb1Sc1Br6,0.0801
Cs1Cd1Br3,0.9052
Rb2Li1Pr1Cl6,0.026
Rb2Mo1Au1F6,0.6111
Cs1Rb2Sb1F6,0.0636
Rb2Na1Ti1F6,0.0196
Rb2Ta1Cu1I6,3.1235
K2Rb1Mo1Br6,0.158
K2Rb1Ir1F6,0.0216
Cs2Li1Pd1F6,0.2572
Cs2Li1Sb1Br6,1.1894
Cs2Li1Ce1F6,0.1614
Rb2Li1Rh1F6,0.0774
Rb2Na1Bi1Cl6,0.0567
Cs2K1Pr1Cl6,0.0208
Cs1Sn0.5Ge0.5Br3,4.9297
Rb2Na1In1Cl6,0.032
Na2Li1Lu1Cl6,0.0239
K1Zn1F3,0.0095
K2Rb1Nd1F6,0.0065
Cs2Na1Sb1Cl6,0.1985
K2Na1Er1Cl6,0.0202
K2Al1Hg1F6,0.0421
K2Li1Nd1Cl6,0.0266
Rb2Bi1Au1F6,1.5988
Cs2Sc1Tl1I6,1.5616
K2Na1V1F6,0.0222
Cs2Rb1Tb1Cl6,0.0187
Na2Li1Rh1F6,0.1127
Cs2Li1Nb1F6,0.1522
Rb2Na1Pr1Cl6,0.0231
Rb1Sr0.25Ca0.125Sn0.125Pb0.5I3,1.6216
Cs1Sr0.25Ca0.25Sn0.25Pb0.25I3,0.6237
Cs2K1Ru1F6,0.0276
Rb2Na1Nb1F6,0.0712
Cs2Dy1Au1Cl6,0.7115
K2Hg1Pd1F6,2.2252
Cs1Ba0.25Pb0.75I3,2.3055
Cs2K1Eu1Cl6,0.0359
Cs1Rb2Tm1Cl6,0.0182
K1Na2Rh1F6,0.0468
Rb2Tb1Ag1Cl6,0.0346
Cs1Ba0.5Pb0.5I3,0.927
K2Tm1Ag1Cl6,0.0331
Rb2Ag1As1Cl6,3.384
Rb2Tl1Sb1I6,5.995
Na1Tl2Rh1F6,0.1101
Cs2K1Y1F6,0.0067
Cs1Eu1F3,0.007
Rb2Li1Ga1F6,0.006
Cs2Rb1Er1Cl6,0.0185
Rb2Y1Ag1F6,0.0212
K1Ba0.125Sr0.125Sn0.125Ge0.125Pb0.5Br3,1.796
Cs1Sr0.125Sn0.875I3,4.694
Cs1K2Pd1F6,0.0894
Cs2Rb1As1F6,0.0243
Rb2Na1Dy1Cl6,0.0205
Cs1K2Al1Cl6,0.017
K1Ca0.125Ge0.875I3,6.394
Na2Li1Ir1F6,0.1135
Cs2Cu1Au1F6,0.3633
Cs2Tl1Hg1F6,1.5969
Rb2Li1Er1Cl6,0.0218
Rb2Ga1Hg1Cl6,0.8474
Cs2K1N1F6,0.6537
K2Li1Eu1Cl6,0.1247
Na2Al1Tl1F6,0.0309
Na2Li1Tm1Cl6,0.0241
Na2Ag1Ir1F6,1.0285
Rb1Sr0.125Sn0.25Pb0.625I3,4.1802
Na2Li1Pd1F6,0.1806
Cs2Na1Lu1Cl6,0.0197
Rb2Li1Y1F6,0.006
Rb1Ge0.875Pb0.125Cl3,3.5743
Rb2Na1As1F6,0.0245
Cs1K2Ru1F6,0.0363
K1Rb2Tm1Cl6,0.0181
Cs1Ba0.125Pb0.875I3,3.365
Cs1Yb1Br3,0.0286
Cs1Sn0.5Pb0.5I3,5.5316
K2Li1Ce1I6,0.5365
K1Rb2Al1I6,0.3691
Cs2Nd1Ag1Cl6,0.04
Cs2Tl1Bi1Cl6,1.6172
K2Li1Pr1Cl6,0.0265
K2Rb1Pr1F6,0.0068
K2Ce1Ag1I6,0.8146
K2Li1Nb1F6,0.0636
Rb2Tl1Ga1Br6,2.0543
Rb1Ca1Br3,0.03
Cs2Y1Au1Cl6,0.6418
Rb2Ta1Ag1Br6,0.6404
K2Sc1Au1Cl6,1.0891
Cs2K1Ti1F6,0.0369
Cs2Na1Dy1Cl6,0.0211
Na2Al1Ag1F6,0.0693
Cs1Sn0.875Ge0.125Cl3,3.4191
Rb2Li1Ce1I6,0.5311
Na2Cr1Ag1F6,0.9188
K1Na2Fe1F6,0.0427
Cs1K2Ga1Cl6,0.0255
K1Na1Mg2F6,0.0043
Cs2Bi1Au1F6,1.3016
Cs2Li1Er1Cl6,0.0227
K2Rb1Dy1Cl6,0.0194
K2Na1Y1F6,0.0056
Rb2Na1Nd1Cl6,0.0227
Cs2Na1Pr1Cl6,0.0229
Na2V1Hg1F6,0.4886
Rb1Sr1Cl3,0.0161
Rb2Na1Ga1F6,0.0058
Cs1Ba0.75Pb0.25I3,0.1274
Cs2As1Au1Br6,7.6741
K2Dy1Ag1Cl6,0.0352
K2In1Ag1I6,1.9265
K2Li1Ce1Br6,0.1206
Cs2Rb1Nd1Cl6,0.0198
Cs2Li1Lu1Cl6,0.0208
Rb2Sc1Ag1Cl6,0.1434
Rb2Li1Y1Cl6,0.0232
K2Gd1Cu1Cl6,0.2914
Na2Li1Pr1Cl6,0.0312
K1Ba0.125Sr0.125Sn0.25Ge0.25Pb0.25Cl3,1.5793
K1Sc1Tl2F6,0.0267
Rb2Na1Pd1F6,0.0953
Rb2Li1Sc1Cl6,0.0456
Na1Tl2Ga1F6,0.0343
Cs2Dy1Ag1Cl6,0.0342
K1Tl2Ga1F6,0.0297
K2Sc1Hg1Cl6,0.7639
Li1Tl2Ga1F6,0.0379
K1Rb2Lu1Cl6,0.0177
Rb2Pd1Au1F6,3.0983
K2Tl1Hg1Cl6,1.7622
K2Na1Ga1F6,0.0053
Rb2Na1Sm1Cl6,0.0223
Cs2Ga1Hg1F6,0.1381
Cs2Na1Pr1Br6,0.0439
Cs2K1Sm1Cl6,0.0196
Rb2Li1Tb1Cl6,0.0233
Cs2Rb1Dy1Cl6,0.0186
K2Lu1Ag1Cl6,0.0314
Rb2Ce1Cu1Cl6,0.6694
K2Er1Cu1Cl6,0.2654
Cs2Rb1Sc1Cl6,0.0314
Rb2Cu1Ni1F6,2.4328
Cs2Nd1Au1Cl6,0.8079
Na2Nd1Cu1Cl6,0.3706
Rb2Cr1Au1F6,1.6046
Cs2Na1Bi1F6,0.0192
Rb2Sc1Tl1F6,0.0211
Cs2Rb1Tm1Cl6,0.018
Rb2Ag1Sb1I6,7.2571
Cs2K1Lu1Cl6,0.018
K1Rb2Tb1Cl6,0.0195
K2Li1Y1Br6,0.047
K2Na1As1F6,0.0255
Rb2Li1Lu1Cl6,0.0205
Rb2Li1Ti1F6,0.0249
K2Rb1Cr1F6,0.0123
Cs2Rb1Lu1Cl6,0.0179
Rb2Na1Sc1Cl6,0.039
Cs2Na1N1F6,0.9175
Cs2Na1Ce1I6,0.4168
Cs2K1Dy1Cl6,0.0188
Ba1Na4Cu3F12,0.5046
Cs2Sc1Tl1Cl6,0.0569
Cs2Tl1Hg1Cl6,1.8061
K2Li1Mo1I6,2.4275
K2Li1Bi1F6,0.0203
K1Na2Al1F6,0.0052
Rb2Tl1As1Br6,5.0064
K2Tl1Hg1Br6,2.2953
K2Na1La1Cl6,0.0186
K2Li1Ni1F6,0.7488
K1Rb2Sm1Cl6,0.0206
Rb2In1Ag1I6,1.9134
K2Tl1In1Cl6,1.0882
K2Rb1V1F6,0.0244
Cs1Ba0.375Pb0.625I3,1.3122
Rb2Tl1As1I6,7.56
Cs2La1Ag1Cl6,0.0353
Na2Li1Sc1F6,0.008
Na2Li1Y1Cl6,0.0277
Rb2Li1Ho1Cl6,0.0223
K1Na2Ru1F6,0.0832
Cs2Na1Mo1Br6,0.2507
K2Li1Fe1F6,0.1121
Rb2Mn1Cu1F6,0.2024
Cs2Na1La1Cl6,0.0185
Cs2Rb1Gd1Cl6,0.0192
K1Cd1F3,0.0141
Cs2Na1Ta1Cl6,0.2315
K2Na1Tb1Cl6,0.0218
Cs2Sc1Tl1F6,0.0196
K2Rb1Rh1F6,0.0176
Rb2Na1Tm1Cl6,0.0195
Cs2K1Tl1I6,0.801
K2Na1Ga1Cl6,0.0354
Rb2Ag1Au1F6,1.0265
Cs1Rb2Ga1Cl6,0.0245
Na2Ag1Pd1F6,4.416
Cs2Rb1Pr1Cl6,0.0199
Cs1Ba0.75Ca0.125Sn0.125I3,0.3279
K1Rb2Ni1F6,0.3324
K1Rb2Dy1Cl6,0.019
K1Sr0.25Ge0.625Pb0.125I3,3.7918
K2Sc1Ag1Cl6,0.147
Rb2Na1Sb1F6,0.0387
K2Er1Ag1Cl6,0.0331
Na2Hg1Rh1F6,1.8832
K2Nb1Au1F6,2.1274
Cs1Ba0.125Ca0.125Sn0.5Ge0.25Br3,2.5376
Cs2Ga1Au1F6,0.2183
K2Pr1Au1Cl6,0.8929
Rb2Li1La1Cl6,0.0163
Rb2Cu1Au1F6,0.4333
Cs1Rb2Y1Cl6,0.0188
K2Hg1As1Cl6,2.9829
K2Rb1Lu1Cl6,0.0183
Rb2Pr1Au1Cl6,0.8531
