system,band_gap
K2YHgCl6,0
Na2FeAgF6,1.7821
Cs2CaSnCl6,3.779
Rb2SmAuCl6,2.2894
CsCa0.125Sr0.125Ge0.375Sn0.25Pb0.125Cl3,1.951
K2NaBiI6,2.1103
K2NaTaCl6,0
Cs2IrRbCl6,2.002
Cs2AgCuCl6,0.305
K2LuAgCl6,3.6296
Na2TiAgF6,0
Cs2KPdCl6,0.375
Rb2NiAuF6,0
Cs2GaAuBr6,0
K2TlAgF6,0.4485
Cs2HgRhCl6,0.062
CsSr0.125Sn0.875I3,0.795
RbCaBr2.625Cl0.375,4.07
K0.25Rb0.375Cs0.375SnI3,0.423
Rb2TlIrF6,2.2131
RbSnBr2.625Cl0.375,0.578
CsCa0.25Sr0.5Ge0.125Pb0.125Br3,3.59
KRb2TlBr6,1.41
K0.375Rb0.375Cs0.25PbBr3,1.76
Cs2KHoCl6,5.2294
Rb2VAgF6,0
KCa0.125Sr0.25Ge0.25Sn0.125Pb0.25I3,1.552
K2LaAgCl6,3.4632
CsRb2TmCl6,4.4646
Rb2CrAgF6,3.0253
CsSr0.25Ge0.75Cl3,1.864
Cs2NiPtCl6,0.509
Cs2LiLuCl6,5.3872
Cs2RbAsCl6,3.648
Cs2RbSbI6,2.3768
Cs2LiPrF6,6.9993
Rb2AlAgBr6,1.4709
RbCaCl3,4.948
K2TiCuF6,0
K2InAgCl6,1.2922
Cs2KCrF6,4.287
K2NaFeF6,4.0922
K2CrCuF6,0.6826
K0.75Rb0.25SrBr3,3.744
Cs2PdSnCl6,0.147
Cs2YAgI6,2.4594
Cs2CuHgCl6,0.306
K2NaAuCl6,0
Na2LiTiF6,0
KCa0.375Sr0.125Ba0.125Ge0.125Sn0.125Pb0.125Cl3,3.345
Cs2MgSrCl6,5.268
Cs2BaTiCl6,0.257
K2LiFeF6,3.9473
K2NaInI6,0.6835
K0.125Cs0.875BaI3,3.409
Cs2FePtCl6,0.513
Rb2PdAuF6,0
CsSr0.125Ba0.625Ge0.125Sn0.125Cl3,3.384
KCa0.25Sr0.125Ge0.25Pb0.375I3,1.543
Cs2LiPrI6,2.9609
RbCa0.125Sr0.5Pb0.375Br3,3.803
KPbBr1.125Cl1.875,1.885
Rb2LiTaI6,0
Rb2CuAuF6,0
Cs2KAgF6,0.6371
K2VAgF6,0
Cs2CdCoCl6,0.576
K2TaCuI6,0
Cs2AlCuCl6,0.8612
Cs2LiLaCl6,4.4927
KNa2MoF6,2.0919
K2RbTiF6,0
Rb2MnAgF6,0
K2LiDyCl6,5.0198
K2NaVF6,0
Rb2GaAuBr6,0
K2CuMoI6,0.087
Rb2NaPrF6,6.1649
K2RbTmCl6,4.5162
CsGe0.5Sn0.5Br3,0.67
Rb2LiDyBr6,4.1439
CsBa0.75Pb0.25I3,3.368
Na2CoAuF6,0.9908
K0.625Rb0.125Cs0.25PbI3,1.458
Rb2CuAsF6,1.0685
KGeI1.875Br1.125,0.445
Cs2CdVCl6,0.192
KNiF3,0
K2AlHgBr6,0
Rb2NaTiF6,0
KSr0.875Ba0.125Cl3,4.363
Cs2LiPrCl6,4.7971
K2TaAgCl6,0
Na2LiAlF6,6.546
Cs2CuPtCl6,0
K2CeAuCl6,2.2375
Cs2NaAlCl6,4.154
CsBa0.125Pb0.875I3,1.748
Cs2PdSrCl6,1.952
CsBa0.5Pb0.5I3,2.294
RbCa0.125Sr0.875I3,3.305
Cs2RbDyCl6,5.0592
Cs2CoFeCl6,0.122
K2RbRuF6,0
KGeBr0.375Cl2.625,0.791
Rb2TaAuF6,1.164
Cs2BaGeCl6,3.959
K0.5Rb0.25Cs0.25SrI3,3.272
RbSr0.25Ba0.25Sn0.125Pb0.375Br3,3.149
KCa0.75Ba0.25Cl3,4.485
Cs2NaAsCl6,3.204
Rb2NaNbF6,0
RbSnI1.5Br1.5,0.456
KCrF3,0
Cs2RbSbBr6,2.841
K2LiMoBr6,1.2722
CsBa0.625Pb0.375I3,3.136
Cs2GePtCl6,0.067
CsRb2ErCl6,4.448
Cs2HgNbCl6,0
Cs2CdCrCl6,0.256
Rb2NbAgF6,0
Cs2VZnCl6,0.197
RbPbF3,3.0445
CsGe0.125Pb0.875Cl3,2.015
Cs2AuPdCl6,0.042
Cs2NaVCl6,0.157
Cs2NaScF6,6.8066
Cs2CuAsCl6,0.8647
K2AgSbCl6,1.6025
Cs2NbTlF6,0
K2NaLuCl6,5.0025
KRb2NiF6,0
Na2LiLuCl6,4.1938
KCaBr1.875Cl1.125,4.016
K2RbNbF6,0
Cs2AgNiCl6,0.05
Rb2FeCuF6,0.5338
RbCdF3,3.1745
Cs2MnNiCl6,0
KRb2ScI6,2.339
Rb2LiSbF6,4.2054
Cs2NaPdCl6,0.057
K2NaMnF6,0
Na2HgSbF6,0
KRb2RuF6,0
Rb2LiIrF6,2.024
K2LiCuF6,0.9248
Rb2GaHgI6,0
K2IrAuF6,0.5492
Rb2NaNdF6,6.2143
K2NaIrF6,2.3848
K2LiGaF6,6.1271
Cs2PdPtCl6,0
Cs2PbVCl6,0.974
CsCa0.5Ge0.25Sn0.125Pb0.125Br3,3.116
Rb2GaHgF6,0
Cs2ScTlI6,2.4146
Cs2CaPdCl6,1.364
Cs2GeMnCl6,1.477
Cs2TiTlCl6,0.136
Rb2HgBiBr6,0
CsAgBr3,0
Cs2TlAuI6,0
K2AgBiF6,2.3982
Cs2HgPbCl6,1.668
Cs2VAgF6,0
Cs2SmCuCl6,2.57
Rb2CuRuF6,0
Cs2NaInI6,0.6998
K2ScAuCl6,2.0353
KNa2AsF6,3.0404
CsRb2TiF6,0
KGeI2.25Br0.75,0.491
RbSr0.25Ba0.25Ge0.25Pb0.25Br3,3.3
Cs2KTaCl6,0
RbCa0.25Ge0.25Sn0.375Pb0.125Br3,1.539
CsSnI1.875Br1.125,0.547
KAgCl3,0
CsRb2FeF6,4.1741
K2RbCrF6,4.5029
Cs2BKCl6,4.396
K0.75Cs0.25SrCl3,4.531
Cs2NaTiCl6,0.059
Cs2LiPdCl6,0.171
RbGe0.75Sn0.125Pb0.125I3,0.544
K2AlAuF6,1.3271
Cs2TaTlF6,0
Cs2AgAuCl6,0
Cs2GePbCl6,1.617
Cs2RbSmCl6,4.8937
KSnCl3,0.878
KCa0.25Sr0.25Ba0.125Ge0.125Pb0.25Br3,3.313
K2CuAuF6,0
KSr0.125Ge0.875Cl3,1.361
Rb2AlHgBr6,0
Na2TiAuF6,0
NiAgF3,0
Cs2LiDyCl6,5.0917
Cs2CoCrCl6,0.143
Cs2BRbCl6,4.724
Rb2TlHgI6,0
NaTiF3,0
CsK2RuF6,1.66
Na2ScAgF6,1.7862
Cs2CdFeCl6,0
Cs2RbTbCl6,4.9233
CsRb2AuBr6,0
Na2YAgF6,1.659
Cs2CaGeCl6,3.943
Cs2TlInI6,1.4001
CsBa0.5Pb0.5I3,2.294
Cs2FeZnCl6,0.312
Cs2RhTlCl6,1.535
Rb2FeCuF6,0.5338
Cs2KTbCl6,5.0878
K2TlFeF6,2.5608
Cs2AuCoCl6,0.272
CsRb2AuCl6,0.1722
Cs2CaSnCl6,3.779
Cs2CoMnCl6,0.554
Rb2NaGdCl6,2.7418
Cs2PdPtCl6,0
K2TlAsBr6,1.5711
Cs2TlHgF6,0
Na2CuSbF6,0.4668
Na2LiRuF6,0
Cs2RbLaCl6,4.4819
Cs2GaAgF6,2.7308
CsCa0.25Ba0.125Ge0.25Pb0.375Cl3,2.387
Rb2CuMoCl6,0.8542
Na2MnHgF6,0
Cs2MoRbCl6,1.655
KNa2GaF6,4.9498
Cs2NaTmCl6,5.4487
Cs2CuPtCl6,0
Rb2TlAsF6,2.7163
Cs2KMoCl6,1.603
Cs2LiLaCl6,4.4927
Cs2TlFeF6,2.9057
Cs2YHgF6,0
K2NaLaCl6,4.6105
Cs2LiYCl6,4.927
Cs2KPdCl6,0.375
KCa0.125Sr0.25Ba0.125Ge0.5Br3,3.042
Cs2TlAuF6,0
Cs2CuMoCl6,0.8536
Cs2IrNaCl6,1.466
RbCaCl2.25I0.75,4.251
Cs2KCoF6,3.0136
CsSr0.25Ge0.75Cl3,1.864
Cs2TlGaF6,4.7634
K2YAuF6,1.3878
Cs2NaTbCl6,5.2046
Cs2PdRbCl6,0.397
Cs2FePtCl6,0.513
Cs2TmAgCl6,3.7563
Cs2RbAsI6,2.286
Cs2NaCeBr6,3.1789
RbCa0.375Ge0.125Pb0.5Br3,2.208
K2TbAuCl6,1.9648
K2CuMoCl6,0.7574
Cs2RbBiI6,2.7905
Rb2SbAuBr6,0
Cs2YAuCl6,2.2263
Cs2KSbBr6,2.8501
Cs2KTiF6,0
K2YCuF6,0.5982
Cs2TaTlF6,0
K2RbYF6,5.6436
Cs2NaMnF6,0
Na2InAgF6,1.0817
Cs2YAuI6,1.1517
Na2CuBiCl6,1.135
CsRb2ErCl6,4.448
Rb2NaInBr6,2.0049
CsCaI3,3.713
RbCa0.125Ba0.625Ge0.125Sn0.125Cl3,3.14
Cs2TlInBr6,1.8255
Rb2YHgF6,0
Cs2NaHoCl6,5.2906
Cs2CuKCl6,0.831
K2ScTlF6,4.6328
CsBa0.75Pb0.25I3,3.368
Rb2ScTlF6,4.9059
K2TlInI6,0.8333
Rb2LiLaCl6,4.5047
Cs2RbSbBr6,2.841
CsSrI3,3.612
Cs2LiSbF6,4.1258
Rb2LiYF6,6.8909
Na2InCuCl6,0
K2GaAgBr6,0.0236
K2NaInBr6,2.0195
Na2LiYBr6,3.1247
Cs2TaAgF6,0.2824
CsSr0.25Ba0.625Sn0.125Br3,3.349
Na2GaHgF6,0
Rb2SmAuCl6,2.2894
K2NaPdF6,0
Cs2NbTlF6,0
CsK2AsCl6,3.4978
K2CrCuF6,0.6826
Rb2ErAgCl6,3.7293
K2LaCuCl6,2.1254
Rb2TbAgCl6,3.7266
KCaF3,6.1392
CsGeBr0.75Cl2.25,0.93
K2TmAgCl6,3.6439
Rb2CuSbCl6,0.9005
Cs2AgBiCl6,1.928
Rb2AlTlI6,1.8326
K2TlGaBr6,1.6
Rb2NaLaCl6,4.6431
Na2LiPrCl6,3.9815
Cs2KScCl6,4.024
CsSrI2.25Br0.75,3.603
Na2InHgF6,0
KSnI3,0.37
Cs2NaSmCl6,5.1745
K2LiAuCl6,0
K2LiMoBr6,1.2722
Cs2KAsF6,4.6474
Cs2KInBr6,2.3809
Cs2CdHgCl6,0.924
Cs2NaAsF6,4.5578
Cs2BaMgCl6,5.16
Cs2RbAlBr6,3.2433
Cs2LiMoBr6,1.2684
Na2CoAuF6,0.9908
Cs2BiAuCl6,0.9914
Rb2InAgCl6,1.293
Cs2RbInBr6,2.5058
NiAgF3,0
K2TlSbF6,2.6523
Rb2LiCeI6,2.1287
CsK2NbF6,0
Cs2NiPtCl6,0.509
K2SmAuCl6,2.2805
Cs2ScAuI6,1.0839
K2RbGaCl6,3.5572
KRb2CoF6,3.0848
Cs2SmAuCl6,2.23
Na2LiBiCl6,3.5061
CsCaBr3,4.4
CsSr0.25Ba0.125Ge0.125Sn0.375Pb0.125I3,1.672
K2NaCrCl6,1.3875
Na2LiNbF6,0
Na2TiAgF6,0
Rb2LiMoBr6,1.2695
Rb2NaSbBr6,2.5605
K2RbTiF6,0
Rb2TlBiBr6,1.6711
Cs2KScBr6,3.1875
Rb2AgIrF6,1.4737
K2AsAuBr6,0.1518
Cs2HgAuF6,0
KCa0.875Ge0.125I3,3.063
Na2TlNiF6,0.2339
Na2AgSbCl6,1.5821
K2LiYF6,6.6971
K2TlAsI6,0.8611
Rb2NaTbF6,6.4622
K2NaYI6,3.1299
K2TlInCl6,2.5682
Cs2IrRbCl6,2.002
K2LiBiCl6,3.6182
Cs2KSmCl6,5.0573
Rb2LiRuF6,0
Rb2PrAuCl6,2.2207
Rb2TaCuCl6,0
K2LiMnF6,0
K2NaTlF6,3.6205
Cs2LiPrCl6,4.7971
RbYbF3,6.5181
Cs2RbTiCl6,0.09
CsBa0.375Pb0.625I3,2.282
K0.75Cs0.25SnI3,0.411
K2CuBiCl6,1.1617
Cs2HgAsCl6,0.152
K2LiGdCl6,2.8434
Cs2GaAgI6,0
Cs2LiNdF6,7.055
Cs2CeCuCl6,1.6741
Rb2LiTlF6,3.4666
Rb2LiBiCl6,3.6154
Na2CrHgF6,0
CsRb2FeF6,4.1741
K2AlAuCl6,0.86
Rb2AgAuF6,0
KNa2AsF6,3.0404
CsRb2GaBr6,2.3778
K2GaCuF6,0.2188
Cs2NaSbBr6,2.556
RbMgF3,6.9384
Rb2CuNiF6,0
KSrBr1.5Cl1.5,3.93
Na2LiDyCl6,3.9746
Rb2ScTlI6,2.3969
Cs2ScAuF6,1.8594
CsRb2NbF6,0
Rb2InCuF6,0
Cs2LiNdI6,2.9743
KRb2InBr6,2.3963
KRb2NbF6,0
Na2TlHgF6,0
KRb2AlI6,1.7559
CsGe0.125Pb0.875Cl3,2.015
KMnF3,2.6564
Cs2LuAgCl6,3.7052
Rb2NdCuBr6,2.2883
Cs2CuAuF6,0
Cs2NaCeI6,2.3813
K2LiSmCl6,4.9171
Rb2TlAsI6,0.9148
K2AlCuF6,1.1155
CsRb2ScBr6,3.3122
Rb2TlHgBr6,0
K2RbSbBr6,2.8383
Cs2HgSbBr6,0
KRb2GaBr6,2.1466
K2RbLuCl6,4.5442
Rb2NaScCl6,3.9108
Cs2YAgI6,2.4594
K2LiLuCl6,5.0952
Rb2NaVCl6,0
Na2LiNdCl6,4.0094
RbSrI3,3.332
KRb2ErCl6,4.8731
Cs2KTlBr6,1.3749
RbFeF3,0
Cs2NaGaCl6,2.848
Cs2KAsCl6,3.598
K2DyCuCl6,2.4629
Cs2LiTmCl6,5.2527
Cs2TlSbI6,0.9367
K2NaBiI6,2.1103
K2NaYCl6,4.9526
KCa0.125Sr0.25Ge0.25Sn0.125Pb0.25I3,1.552
Cs2NaSbCl6,3.152
Cs2LiNdBr6,3.9972
Cs2NaErF6,6.8647
K2RbGaF6,5.5929
K2ScTlBr6,3.0604
Rb2TaHgF6,0
CsFeF3,0
K0.75Rb0.25SrBr3,3.744
RbCa0.875Sr0.125Cl3,4.874
Cs2KGaF6,6.0476
K2LiPdF6,0
Rb2YAgF6,2.8977
K2AgMoCl6,1.0353
Rb2AlTlBr6,2.8889
KRb2InF6,5.3194
KGeI1.875Br1.125,0.445
Cs2NaRhCl6,1.256
Cs2NaInI6,0.6998
Rb2TlSbBr6,1.1629
K2HgBiCl6,0
Rb2TaAgCl6,0
Cs2AsAuCl6,0.3048
K2NaPrI6,3.1022
Rb2LiVCl6,0
K2RbGaI6,0.9854
RbCaCl1.125I1.875,3.772
Rb2YHgI6,0
Cs2CuBiCl6,1.1184
K2NaBiCl6,3.7886
K2LiNdCl6,4.8605
CsRb2AlF6,5.8323
Rb2YCuI6,1.8014
Cs2CeAgBr6,2.6247
Cs2RbGaCl6,3.66
Cs2AlHgBr6,0
Cs2HgRuCl6,0
Rb2NaPdF6,0
Cs2AgAsBr6,1.1161
Na2GaCuF6,0
Rb2AgBiCl6,2.06
Cs2AlAuBr6,0
Rb2HgAuF6,0
K2TlCuCl6,0
K2LiTlF6,3.5058
K2RbNbF6,0
Rb2PrAgBr6,3.2758
Rb2ErAuCl6,2.1263
KRb2ScCl6,4.0163
Na2CrAgF6,2.3255
KPbBr1.125Cl1.875,1.885
K2NaNdI6,3.1158
K2TlAuF6,0
K2TlAgF6,0.4485
K2TmAuCl6,2.1163
Cs2KHoCl6,5.2294
Rb2CoHgF6,0
Rb2LiVF6,0
Cs2KErCl6,5.2229
RbPbI2.625Br0.375,1.449
Rb2CuAsF6,1.0685
Cs2NdAgF6,3.3086
Na2TaHgF6,0
Rb2NdAgCl6,3.6549
Rb2NaYF6,6.4476
K0.625Rb0.125Cs0.25GeCl3,0.938
Rb2HgBiCl6,0
K2TaAgBr6,0
Rb2HgPdF6,0
K2CrAuF6,1.5844
K2NaAsBr6,2.5764
RbSrBr1.5Cl1.5,4.089
Na2VHgF6,0.0016
Rb2NdCuI6,1.8116
Cs2LiAuCl6,0
Rb2GaHgF6,0
CsK2AlCl6,4.3064
Cs2LiPrI6,2.9609
K2LiInF6,5.2984
KRb2NiF6,0
K2TiAuF6,0
K2NaMoI6,1.0859
Na2AgPdF6,0
KSrCl3,4.418
KRb2PdF6,0
Rb2TlCuCl6,0
Cs2TaAgCl6,0
Rb2NaPrBr6,4.0373
K2RbRhF6,2.2056
K2PrAgI6,2.5488
Rb2VHgF6,0.0036
K2NaMoCl6,1.5542
K2SmCuCl6,2.3789
Cs2NdAgI6,2.5429
Na2HgAsI6,0
KSn0.875Pb0.125Br3,0.672
Rb2NbAuF6,0.1361
Cs2KLuCl6,5.2423
Rb2NaTlCl6,1.8121
Rb2AgRhF6,1.3905
KGeI3,0.537
Cs2RbTlBr6,1.5133
Rb2DyAgCl6,3.7248
Cs2NaMoBr6,1.4443
K2LiSbBr6,2.3188
Cs2NaTaBr6,0
Rb2TlGaCl6,2.5867
Cs2LaAgCl6,3.6099
Rb2NaRuF6,0
K2TlVF6,0
Cs2KBiCl6,4.177
K2NaTaBr6,0
Rb2NaInF6,5.2472
Cs2GaAuI6,0
K2LuAuCl6,2.0732
CsSr0.25Ba0.25Ge0.25Sn0.125Pb0.125I3,2.613
Cs2HgVCl6,0.078
Rb2TaCuI6,0
CsSr0.125Sn0.875I3,0.795
Rb2LiNdCl6,4.8504
Cs2HgAsI6,0
Na2HgAsBr6,0
Cs2LiNbF6,0
Rb2NaSbCl6,3.0525
K2LiTaBr6,0
RbCa0.125Sr0.875I3,3.305
Cs2HgAsF6,0
Cs2ErCuCl6,2.17
K2RbTmCl6,4.5162
K0.625Rb0.25Cs0.125GeCl3,0.919
Rb2NaTaCl6,0
Rb2LuCuCl6,2.4367
Rb2NaGaBr6,1.6024
Rb2InCuBr6,0
Rb2InAgF6,1.8913
K2NaTaF6,0
Rb2YHgBr6,0
Rb2TaAgBr6,0
CsCaBr0.75Cl2.25,4.927
K2HgSbBr6,0
KAgF3,0
K2YHgI6,0
Cs2AlTlI6,1.5911
K0.625Rb0.125Cs0.25PbI3,1.458
Rb2LiPrI6,2.9512
Cs2KScI6,2.3591
Cs2YHgBr6,0
K2HgAsCl6,0
RbSnCl3,0.919
K2HgBiI6,0
Na2CuAuF6,0
Rb2LiSbBr6,2.3274
Cs2RbCeCl6,4.1198
CsAgBr3,0
K2NbAgF6,0
K0.125Rb0.375Cs0.5SnCl3,0.958
RbSnBr2.625Cl0.375,0.578
K2PrAgBr6,3.1831
Rb2LiBiI6,1.9334
Rb2TaAgF6,0.2867
Rb2NaHoF6,6.4819
Rb2NaGaF6,5.9026
K2LiTlBr6,0.5593
Rb2TaAgI6,0
K2NaAlF6,6.858
K0.5Cs0.5PbI3,1.466
RbPbBr3,1.752
Cs2AuTiCl6,0.186
RbAgF3,0
K2NaPrBr6,3.9823
Rb2NaBiBr6,3.136
Rb2NaNdCl6,5.003
Cs2PdSrCl6,1.952
Cs2KInCl6,3.72
Rb2HgSbBr6,0
CsPbI0.75Br2.25,1.619
